4.76,4.75,4.72,4.67,4.61,4.52,4.42,4.30,4.17,4.02,3.85,3.66,3.47,3.26,3.03,2.80,2.55,2.29,2.02,1.75,1.47,1.18,0.89,0.60,0.30,0.00,-0.30,-0.60,-0.89,-1.18,-1.47,-1.75,-2.02,-2.29,-2.55,-2.80,-3.03,-3.26,-3.47,-3.66,-3.85,-4.02,-4.17,-4.30,-4.42,-4.52,-4.61,-4.67,-4.72,-4.75,-4.76,-4.75,-4.72,-4.67,-4.61,-4.52,-4.42,-4.30,-4.17,-4.02,-3.85,-3.66,-3.47,-3.26,-3.03,-2.80,-2.55,-2.29,-2.02,-1.75,-1.47,-1.18,-0.89,-0.60,-0.30,0.00,0.30,0.60,0.89,1.18,1.47,1.75,2.02,2.29,2.55,2.80,3.03,3.26,3.47,3.66,3.85,4.02,4.17,4.30,4.42,4.52,4.61,4.67,4.72,4.75,4.76
4.70,4.70,4.67,4.62,4.56,4.47,4.37,4.26,4.12,3.97,3.81,3.62,3.43,3.22,3.00,2.77,2.52,2.27,2.00,1.73,1.45,1.17,0.88,0.59,0.30,0.00,-0.30,-0.59,-0.88,-1.17,-1.45,-1.73,-2.00,-2.27,-2.52,-2.77,-3.00,-3.22,-3.43,-3.62,-3.81,-3.97,-4.12,-4.26,-4.37,-4.47,-4.56,-4.62,-4.67,-4.70,-4.70,-4.70,-4.67,-4.62,-4.56,-4.47,-4.37,-4.26,-4.12,-3.97,-3.81,-3.62,-3.43,-3.22,-3.00,-2.77,-2.52,-2.27,-2.00,-1.73,-1.45,-1.17,-0.88,-0.59,-0.30,0.00,0.30,0.59,0.88,1.17,1.45,1.73,2.00,2.27,2.52,2.77,3.00,3.22,3.43,3.62,3.81,3.97,4.12,4.26,4.37,4.47,4.56,4.62,4.67,4.70,4.70
4.65,4.64,4.61,4.57,4.50,4.42,4.32,4.21,4.07,3.93,3.76,3.58,3.39,3.18,2.96,2.73,2.49,2.24,1.98,1.71,1.44,1.16,0.87,0.58,0.29,0.00,-0.29,-0.58,-0.87,-1.16,-1.44,-1.71,-1.98,-2.24,-2.49,-2.73,-2.96,-3.18,-3.39,-3.58,-3.76,-3.93,-4.07,-4.21,-4.32,-4.42,-4.50,-4.57,-4.61,-4.64,-4.65,-4.64,-4.61,-4.57,-4.50,-4.42,-4.32,-4.21,-4.07,-3.93,-3.76,-3.58,-3.39,-3.18,-2.96,-2.73,-2.49,-2.24,-1.98,-1.71,-1.44,-1.16,-0.87,-0.58,-0.29,0.00,0.29,0.58,0.87,1.16,1.44,1.71,1.98,2.24,2.49,2.73,2.96,3.18,3.39,3.58,3.76,3.93,4.07,4.21,4.32,4.42,4.50,4.57,4.61,4.64,4.65
4.59,4.58,4.55,4.51,4.44,4.36,4.27,4.15,4.02,3.87,3.71,3.54,3.35,3.14,2.92,2.70,2.46,2.21,1.95,1.69,1.42,1.14,0.86,0.58,0.29,0.00,-0.29,-0.58,-0.86,-1.14,-1.42,-1.69,-1.95,-2.21,-2.46,-2.70,-2.92,-3.14,-3.35,-3.54,-3.71,-3.87,-4.02,-4.15,-4.27,-4.36,-4.44,-4.51,-4.55,-4.58,-4.59,-4.58,-4.55,-4.51,-4.44,-4.36,-4.27,-4.15,-4.02,-3.87,-3.71,-3.54,-3.35,-3.14,-2.92,-2.70,-2.46,-2.21,-1.95,-1.69,-1.42,-1.14,-0.86,-0.58,-0.29,0.00,0.29,0.58,0.86,1.14,1.42,1.69,1.95,2.21,2.46,2.70,2.92,3.14,3.35,3.54,3.71,3.87,4.02,4.15,4.27,4.36,4.44,4.51,4.55,4.58,4.59
4.52,4.52,4.49,4.44,4.38,4.30,4.21,4.09,3.96,3.82,3.66,3.49,3.30,3.10,2.88,2.66,2.42,2.18,1.93,1.67,1.40,1.13,0.85,0.57,0.28,0.00,-0.28,-0.57,-0.85,-1.13,-1.40,-1.67,-1.93,-2.18,-2.42,-2.66,-2.88,-3.10,-3.30,-3.49,-3.66,-3.82,-3.96,-4.09,-4.21,-4.30,-4.38,-4.44,-4.49,-4.52,-4.52,-4.52,-4.49,-4.44,-4.38,-4.30,-4.21,-4.09,-3.96,-3.82,-3.66,-3.49,-3.30,-3.10,-2.88,-2.66,-2.42,-2.18,-1.93,-1.67,-1.40,-1.13,-0.85,-0.57,-0.28,0.00,0.28,0.57,0.85,1.13,1.40,1.67,1.93,2.18,2.42,2.66,2.88,3.10,3.30,3.49,3.66,3.82,3.96,4.09,4.21,4.30,4.38,4.44,4.49,4.52,4.52
4.46,4.45,4.42,4.38,4.32,4.24,4.14,4.03,3.90,3.76,3.60,3.43,3.25,3.05,2.84,2.62,2.39,2.15,1.90,1.64,1.38,1.11,0.83,0.56,0.28,0.00,-0.28,-0.56,-0.83,-1.11,-1.38,-1.64,-1.90,-2.15,-2.39,-2.62,-2.84,-3.05,-3.25,-3.43,-3.60,-3.76,-3.90,-4.03,-4.14,-4.24,-4.32,-4.38,-4.42,-4.45,-4.46,-4.45,-4.42,-4.38,-4.32,-4.24,-4.14,-4.03,-3.90,-3.76,-3.60,-3.43,-3.25,-3.05,-2.84,-2.62,-2.39,-2.15,-1.90,-1.64,-1.38,-1.11,-0.83,-0.56,-0.28,0.00,0.28,0.56,0.83,1.11,1.38,1.64,1.90,2.15,2.39,2.62,2.84,3.05,3.25,3.43,3.60,3.76,3.90,4.03,4.14,4.24,4.32,4.38,4.42,4.45,4.46
4.38,4.37,4.35,4.30,4.24,4.17,4.07,3.96,3.84,3.70,3.54,3.38,3.19,3.00,2.79,2.58,2.35,2.11,1.87,1.61,1.35,1.09,0.82,0.55,0.28,0.00,-0.28,-0.55,-0.82,-1.09,-1.35,-1.61,-1.87,-2.11,-2.35,-2.58,-2.79,-3.00,-3.19,-3.38,-3.54,-3.70,-3.84,-3.96,-4.07,-4.17,-4.24,-4.30,-4.35,-4.37,-4.38,-4.37,-4.35,-4.30,-4.24,-4.17,-4.07,-3.96,-3.84,-3.70,-3.54,-3.38,-3.19,-3.00,-2.79,-2.58,-2.35,-2.11,-1.87,-1.61,-1.35,-1.09,-0.82,-0.55,-0.28,0.00,0.28,0.55,0.82,1.09,1.35,1.61,1.87,2.11,2.35,2.58,2.79,3.00,3.19,3.38,3.54,3.70,3.84,3.96,4.07,4.17,4.24,4.30,4.35,4.37,4.38
4.30,4.30,4.27,4.23,4.17,4.09,4.00,3.89,3.77,3.63,3.48,3.32,3.14,2.95,2.74,2.53,2.31,2.07,1.83,1.58,1.33,1.07,0.81,0.54,0.27,0.00,-0.27,-0.54,-0.81,-1.07,-1.33,-1.58,-1.83,-2.07,-2.31,-2.53,-2.74,-2.95,-3.14,-3.32,-3.48,-3.63,-3.77,-3.89,-4.00,-4.09,-4.17,-4.23,-4.27,-4.30,-4.30,-4.30,-4.27,-4.23,-4.17,-4.09,-4.00,-3.89,-3.77,-3.63,-3.48,-3.32,-3.14,-2.95,-2.74,-2.53,-2.31,-2.07,-1.83,-1.58,-1.33,-1.07,-0.81,-0.54,-0.27,0.00,0.27,0.54,0.81,1.07,1.33,1.58,1.83,2.07,2.31,2.53,2.74,2.95,3.14,3.32,3.48,3.63,3.77,3.89,4.00,4.09,4.17,4.23,4.27,4.30,4.30
4.22,4.21,4.19,4.15,4.09,4.02,3.93,3.82,3.70,3.56,3.42,3.25,3.08,2.89,2.69,2.48,2.26,2.03,1.80,1.55,1.30,1.05,0.79,0.53,0.27,0.00,-0.27,-0.53,-0.79,-1.05,-1.30,-1.55,-1.80,-2.03,-2.26,-2.48,-2.69,-2.89,-3.08,-3.25,-3.42,-3.56,-3.70,-3.82,-3.93,-4.02,-4.09,-4.15,-4.19,-4.21,-4.22,-4.21,-4.19,-4.15,-4.09,-4.02,-3.93,-3.82,-3.70,-3.56,-3.42,-3.25,-3.08,-2.89,-2.69,-2.48,-2.26,-2.03,-1.80,-1.55,-1.30,-1.05,-0.79,-0.53,-0.27,0.00,0.27,0.53,0.79,1.05,1.30,1.55,1.80,2.03,2.26,2.48,2.69,2.89,3.08,3.25,3.42,3.56,3.70,3.82,3.93,4.02,4.09,4.15,4.19,4.21,4.22
4.14,4.13,4.10,4.06,4.01,3.93,3.85,3.74,3.62,3.49,3.35,3.19,3.01,2.83,2.64,2.43,2.22,1.99,1.76,1.52,1.28,1.03,0.77,0.52,0.26,0.00,-0.26,-0.52,-0.77,-1.03,-1.28,-1.52,-1.76,-1.99,-2.22,-2.43,-2.64,-2.83,-3.01,-3.19,-3.35,-3.49,-3.62,-3.74,-3.85,-3.93,-4.01,-4.06,-4.10,-4.13,-4.14,-4.13,-4.10,-4.06,-4.01,-3.93,-3.85,-3.74,-3.62,-3.49,-3.35,-3.19,-3.01,-2.83,-2.64,-2.43,-2.22,-1.99,-1.76,-1.52,-1.28,-1.03,-0.77,-0.52,-0.26,0.00,0.26,0.52,0.77,1.03,1.28,1.52,1.76,1.99,2.22,2.43,2.64,2.83,3.01,3.19,3.35,3.49,3.62,3.74,3.85,3.93,4.01,4.06,4.10,4.13,4.14
4.05,4.04,4.01,3.97,3.92,3.85,3.76,3.66,3.54,3.42,3.27,3.12,2.95,2.77,2.58,2.38,2.17,1.95,1.72,1.49,1.25,1.01,0.76,0.51,0.25,0.00,-0.25,-0.51,-0.76,-1.01,-1.25,-1.49,-1.72,-1.95,-2.17,-2.38,-2.58,-2.77,-2.95,-3.12,-3.27,-3.42,-3.54,-3.66,-3.76,-3.85,-3.92,-3.97,-4.01,-4.04,-4.05,-4.04,-4.01,-3.97,-3.92,-3.85,-3.76,-3.66,-3.54,-3.42,-3.27,-3.12,-2.95,-2.77,-2.58,-2.38,-2.17,-1.95,-1.72,-1.49,-1.25,-1.01,-0.76,-0.51,-0.25,0.00,0.25,0.51,0.76,1.01,1.25,1.49,1.72,1.95,2.17,2.38,2.58,2.77,2.95,3.12,3.27,3.42,3.54,3.66,3.76,3.85,3.92,3.97,4.01,4.04,4.05
3.95,3.94,3.92,3.88,3.83,3.76,3.67,3.57,3.46,3.34,3.20,3.04,2.88,2.70,2.52,2.32,2.12,1.90,1.68,1.45,1.22,0.98,0.74,0.50,0.25,0.00,-0.25,-0.50,-0.74,-0.98,-1.22,-1.45,-1.68,-1.90,-2.12,-2.32,-2.52,-2.70,-2.88,-3.04,-3.20,-3.34,-3.46,-3.57,-3.67,-3.76,-3.83,-3.88,-3.92,-3.94,-3.95,-3.94,-3.92,-3.88,-3.83,-3.76,-3.67,-3.57,-3.46,-3.34,-3.20,-3.04,-2.88,-2.70,-2.52,-2.32,-2.12,-1.90,-1.68,-1.45,-1.22,-0.98,-0.74,-0.50,-0.25,0.00,0.25,0.50,0.74,0.98,1.22,1.45,1.68,1.90,2.12,2.32,2.52,2.70,2.88,3.04,3.20,3.34,3.46,3.57,3.67,3.76,3.83,3.88,3.92,3.94,3.95
3.85,3.84,3.82,3.78,3.73,3.66,3.58,3.49,3.38,3.25,3.12,2.97,2.81,2.64,2.46,2.26,2.06,1.86,1.64,1.42,1.19,0.96,0.72,0.48,0.24,0.00,-0.24,-0.48,-0.72,-0.96,-1.19,-1.42,-1.64,-1.86,-2.06,-2.26,-2.46,-2.64,-2.81,-2.97,-3.12,-3.25,-3.38,-3.49,-3.58,-3.66,-3.73,-3.78,-3.82,-3.84,-3.85,-3.84,-3.82,-3.78,-3.73,-3.66,-3.58,-3.49,-3.38,-3.25,-3.12,-2.97,-2.81,-2.64,-2.46,-2.26,-2.06,-1.86,-1.64,-1.42,-1.19,-0.96,-0.72,-0.48,-0.24,0.00,0.24,0.48,0.72,0.96,1.19,1.42,1.64,1.86,2.06,2.26,2.46,2.64,2.81,2.97,3.12,3.25,3.38,3.49,3.58,3.66,3.73,3.78,3.82,3.84,3.85
3.75,3.74,3.72,3.68,3.63,3.57,3.49,3.39,3.29,3.17,3.03,2.89,2.73,2.57,2.39,2.20,2.01,1.81,1.60,1.38,1.16,0.93,0.70,0.47,0.24,0.00,-0.24,-0.47,-0.70,-0.93,-1.16,-1.38,-1.60,-1.81,-2.01,-2.20,-2.39,-2.57,-2.73,-2.89,-3.03,-3.17,-3.29,-3.39,-3.49,-3.57,-3.63,-3.68,-3.72,-3.74,-3.75,-3.74,-3.72,-3.68,-3.63,-3.57,-3.49,-3.39,-3.29,-3.17,-3.03,-2.89,-2.73,-2.57,-2.39,-2.20,-2.01,-1.81,-1.60,-1.38,-1.16,-0.93,-0.70,-0.47,-0.24,0.00,0.24,0.47,0.70,0.93,1.16,1.38,1.60,1.81,2.01,2.20,2.39,2.57,2.73,2.89,3.03,3.17,3.29,3.39,3.49,3.57,3.63,3.68,3.72,3.74,3.75
3.64,3.64,3.62,3.58,3.53,3.47,3.39,3.30,3.19,3.08,2.95,2.81,2.66,2.50,2.32,2.14,1.95,1.76,1.55,1.34,1.13,0.91,0.68,0.46,0.23,0.00,-0.23,-0.46,-0.68,-0.91,-1.13,-1.34,-1.55,-1.76,-1.95,-2.14,-2.32,-2.50,-2.66,-2.81,-2.95,-3.08,-3.19,-3.30,-3.39,-3.47,-3.53,-3.58,-3.62,-3.64,-3.64,-3.64,-3.62,-3.58,-3.53,-3.47,-3.39,-3.30,-3.19,-3.08,-2.95,-2.81,-2.66,-2.50,-2.32,-2.14,-1.95,-1.76,-1.55,-1.34,-1.13,-0.91,-0.68,-0.46,-0.23,0.00,0.23,0.46,0.68,0.91,1.13,1.34,1.55,1.76,1.95,2.14,2.32,2.50,2.66,2.81,2.95,3.08,3.19,3.30,3.39,3.47,3.53,3.58,3.62,3.64,3.64
3.54,3.53,3.51,3.47,3.42,3.36,3.29,3.20,3.10,2.99,2.86,2.72,2.58,2.42,2.25,2.08,1.89,1.70,1.51,1.30,1.09,0.88,0.66,0.44,0.22,0.00,-0.22,-0.44,-0.66,-0.88,-1.09,-1.30,-1.51,-1.70,-1.89,-2.08,-2.25,-2.42,-2.58,-2.72,-2.86,-2.99,-3.10,-3.20,-3.29,-3.36,-3.42,-3.47,-3.51,-3.53,-3.54,-3.53,-3.51,-3.47,-3.42,-3.36,-3.29,-3.20,-3.10,-2.99,-2.86,-2.72,-2.58,-2.42,-2.25,-2.08,-1.89,-1.70,-1.51,-1.30,-1.09,-0.88,-0.66,-0.44,-0.22,0.00,0.22,0.44,0.66,0.88,1.09,1.30,1.51,1.70,1.89,2.08,2.25,2.42,2.58,2.72,2.86,2.99,3.10,3.20,3.29,3.36,3.42,3.47,3.51,3.53,3.54
3.42,3.42,3.40,3.36,3.32,3.26,3.18,3.10,3.00,2.89,2.77,2.64,2.50,2.34,2.18,2.01,1.83,1.65,1.46,1.26,1.06,0.85,0.64,0.43,0.21,0.00,-0.21,-0.43,-0.64,-0.85,-1.06,-1.26,-1.46,-1.65,-1.83,-2.01,-2.18,-2.34,-2.50,-2.64,-2.77,-2.89,-3.00,-3.10,-3.18,-3.26,-3.32,-3.36,-3.40,-3.42,-3.42,-3.42,-3.40,-3.36,-3.32,-3.26,-3.18,-3.10,-3.00,-2.89,-2.77,-2.64,-2.50,-2.34,-2.18,-2.01,-1.83,-1.65,-1.46,-1.26,-1.06,-0.85,-0.64,-0.43,-0.21,0.00,0.21,0.43,0.64,0.85,1.06,1.26,1.46,1.65,1.83,2.01,2.18,2.34,2.50,2.64,2.77,2.89,3.00,3.10,3.18,3.26,3.32,3.36,3.40,3.42,3.42
3.31,3.30,3.28,3.25,3.20,3.14,3.07,2.99,2.90,2.79,2.68,2.55,2.41,2.26,2.11,1.94,1.77,1.59,1.41,1.22,1.02,0.82,0.62,0.41,0.21,0.00,-0.21,-0.41,-0.62,-0.82,-1.02,-1.22,-1.41,-1.59,-1.77,-1.94,-2.11,-2.26,-2.41,-2.55,-2.68,-2.79,-2.90,-2.99,-3.07,-3.14,-3.20,-3.25,-3.28,-3.30,-3.31,-3.30,-3.28,-3.25,-3.20,-3.14,-3.07,-2.99,-2.90,-2.79,-2.68,-2.55,-2.41,-2.26,-2.11,-1.94,-1.77,-1.59,-1.41,-1.22,-1.02,-0.82,-0.62,-0.41,-0.21,0.00,0.21,0.41,0.62,0.82,1.02,1.22,1.41,1.59,1.77,1.94,2.11,2.26,2.41,2.55,2.68,2.79,2.90,2.99,3.07,3.14,3.20,3.25,3.28,3.30,3.31
3.19,3.18,3.16,3.13,3.09,3.03,2.96,2.88,2.79,2.69,2.58,2.46,2.32,2.18,2.03,1.87,1.71,1.54,1.36,1.17,0.98,0.79,0.60,0.40,0.20,0.00,-0.20,-0.40,-0.60,-0.79,-0.98,-1.17,-1.36,-1.54,-1.71,-1.87,-2.03,-2.18,-2.32,-2.46,-2.58,-2.69,-2.79,-2.88,-2.96,-3.03,-3.09,-3.13,-3.16,-3.18,-3.19,-3.18,-3.16,-3.13,-3.09,-3.03,-2.96,-2.88,-2.79,-2.69,-2.58,-2.46,-2.32,-2.18,-2.03,-1.87,-1.71,-1.54,-1.36,-1.17,-0.98,-0.79,-0.60,-0.40,-0.20,0.00,0.20,0.40,0.60,0.79,0.98,1.17,1.36,1.54,1.71,1.87,2.03,2.18,2.32,2.46,2.58,2.69,2.79,2.88,2.96,3.03,3.09,3.13,3.16,3.18,3.19
3.06,3.06,3.04,3.01,2.97,2.91,2.85,2.77,2.69,2.59,2.48,2.36,2.23,2.10,1.95,1.80,1.64,1.48,1.30,1.13,0.95,0.76,0.57,0.38,0.19,0.00,-0.19,-0.38,-0.57,-0.76,-0.95,-1.13,-1.30,-1.48,-1.64,-1.80,-1.95,-2.10,-2.23,-2.36,-2.48,-2.59,-2.69,-2.77,-2.85,-2.91,-2.97,-3.01,-3.04,-3.06,-3.06,-3.06,-3.04,-3.01,-2.97,-2.91,-2.85,-2.77,-2.69,-2.59,-2.48,-2.36,-2.23,-2.10,-1.95,-1.80,-1.64,-1.48,-1.30,-1.13,-0.95,-0.76,-0.57,-0.38,-0.19,0.00,0.19,0.38,0.57,0.76,0.95,1.13,1.30,1.48,1.64,1.80,1.95,2.10,2.23,2.36,2.48,2.59,2.69,2.77,2.85,2.91,2.97,3.01,3.04,3.06,3.06
